,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
8,Niall Horan,Put A Little Love On Me,72,7,Heartbreak Weather,14,2020-03-13
9,Clean Bandit,Tick Tock (feat. 24kGoldn),78,1,Tick Tock (feat. 24kGoldn),1,2020-08-21
10,Rauw Alejandro,Reloj,76,8,Afrodisíaco,16,2020-11-13
11,Blake Rose,Gone,73,1,Gone,1,2020-02-07
12,Remi Wolf,Photo ID,69,4,I'm Allergic To Dogs!,5,2020-06-24
13,The Weeknd,Snowchild,70,5,After Hours,14,2020-03-20
14,Taylor Swift,peace,69,15,folklore,16,2020-07-24
15,Hailee Steinfeld,Wrong Direction,71,5,Half Written Story,5,2020-05-08
16,Megan Thee Stallion,Girls in the Hood,68,16,Good News,17,2020-11-20
17,Cigarettes After Sex,You're All I Want,64,1,You're All I Want,1,2020-05-26
18,Tyla Yaweh,Stuntin' On You (feat. DaBaby),69,1,Stuntin' On You (feat. DaBaby),1,2020-07-17
19,Taylor Swift,‘tis the damn season,69,4,evermore,15,2020-12-11
20,Lauv,Mean It,74,10,~how i'm feeling~,21,2020-03-06
21,Machine Gun Kelly,nothing inside (feat. iann dior),69,13,Tickets To My Downfall,15,2020-09-25
22,Khalid,Eleven (feat. Summer Walker),70,1,Eleven (feat. Summer Walker),1,2020-05-01
23,Joji,Gimme Love,71,6,Nectar,18,2020-09-25
24,Glass Animals,Space Ghost Coast To Coast,66,6,Dreamland,16,2020-08-07
25,Carly Pearce,Next Girl,66,1,Next Girl,1,2020-09-04
26,Joji,Afterthought,70,13,Nectar,18,2020-09-25
27,Blxst,Overrated,68,2,No Love Lost,8,2020-09-04
28,Lizzy McAlpine,Apple Pie,68,12,Give Me A Minute,13,2020-08-13
29,Kyle Exum,Bassthoven,71,1,Bassthoven,1,2020-06-26
30,Joyner Lucas,ADHD,68,15,ADHD,18,2020-03-27
31,Calvin Harris,Over Now (with The Weeknd),72,1,Over Now (with The Weeknd),1,2020-08-28
32,Ellie Goulding,Hate Me,70,5,Brightest Blue,19,2020-07-16
33,Yung Gravy,Welcome to Chilis,69,6,Baby Gravy 2,10,2020-02-14
34,Jhené Aiko,On The Way (feat. Mila J),67,26,Chilombo (Deluxe),29,2020-07-17
35,Spencer Crandall,My Person,66,10,Wilderness,21,2020-11-06
36,Conor Maynard,You Broke Me First,73,1,You Broke Me First,1,2020-10-16
37,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),71,1,Heart Of Glass / Midnight Sky,2,2020-09-29
38,Joji,Ew,71,1,Nectar,18,2020-09-25
39,Joyner Lucas,Zim Zimma,68,4,Evolution,12,2020-10-23
40,Tai Verdes,DRUGS,64,1,DRUGS,2,2020-10-30
41,MAX,Blueberry Eyes (feat. SUGA of BTS),71,6,Colour Vision,12,2020-09-18
42,Flo Milli,May I,66,9,"Ho, why is you here ?",12,2020-07-24
43,Zedd,Funny,70,1,Funny,1,2020-07-16
44,Machine Gun Kelly,kiss kiss,69,2,Tickets To My Downfall,15,2020-09-25
45,FINNEAS,Let's Fall in Love for the Night,72,6,Blood Harmony (Deluxe),9,2020-08-07
46,Madison Beer,Selfish,69,1,Selfish,1,2020-02-14
47,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,63,1,LOYAL (feat. Drake and Bad Bunny) [Remix],1,2020-02-07
48,KYLE,YES! (feat. Rich The Kid & K CAMP),65,4,See You When I am Famous!!!!!!!!!!!!,12,2020-07-17
0,The Weeknd,Alone Again,70,1,After Hours,14,2020-03-20
1,Kali Uchis,fue mejor,67,2,Sin Miedo (del Amor y Otros Demonios) ∞,13,2020-12-04
2,Alec Benjamin,Jesus in LA,69,6,These Two Windows,10,2020-05-29
3,Ashley McBryde,One Night Standards,65,2,Never Will,11,2020-04-03
4,mxmtoon,fever dream,66,1,dawn,7,2020-04-22
5,Taylor Swift,happiness,68,7,evermore,15,2020-12-11
6,NOTD,Nobody,70,1,Nobody,1,2020-10-30
7,Melanie Martinez,Fire Drill,69,1,Fire Drill,2,2020-06-26
8,Teyana Taylor,Bare Wit Me,66,14,The Album,23,2020-06-19
9,keshi,right here,72,4,bandaids,5,2020-03-24
10,Doja Cat,Say So (feat. Nicki Minaj),69,1,Say So (feat. Nicki Minaj),1,2020-05-01
11,Andy Grammer,Best of You (with Elle King),67,1,Best of You (with Elle King),1,2020-02-07
12,Trevor Daniel,Past Life (with Selena Gomez),71,1,Past Life (with Selena Gomez),1,2020-06-26
13,Machine Gun Kelly,all I know (feat. Trippie Redd),68,6,Tickets To My Downfall,15,2020-09-25
14,Justin Bieber,Forever (feat. Post Malone & Clever),71,7,Changes,17,2020-02-14
15,Wilbur Soot,Since I Saw Vienna,68,3,Your City Gave Me Asthma,7,2020-06-25
16,The Weeknd,Too Late,70,2,After Hours,14,2020-03-20
17,BTS,Inner Child,74,14,MAP OF THE SOUL : 7,20,2020-02-21
18,Louis The Child,Little Things (with Quinn XCII & Chelsea Cutler),65,4,Here For Now,14,2020-06-26
19,Ingrid Andress,Lady Like,65,8,Lady Like,8,2020-03-27
20,IU,eight(Prod.&Feat. SUGA of BTS),76,1,eight,1,2020-05-06
21,Jessie Reyez,IMPORTED (with 6LACK),65,6,BEFORE LOVE CAME TO KILL US,14,2020-03-27
22,Kygo,Higher Love,72,10,Golden Hour,18,2020-05-29
23,Dominic Fike,Politics & Violence,65,11,What Could Possibly Go Wrong,14,2020-07-31
24,Joji,Run,71,7,Nectar,18,2020-09-25
25,VOILÀ,Figure You Out,69,3,Long Story Short,8,2020-05-22
26,Ashnikko,Daisy 2.0 (feat. Hatsune Miku),68,1,Daisy 2.0 (feat. Hatsune Miku),1,2020-12-11
27,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),68,2,Heaven Or Hell,12,2020-03-13
28,Muscadine Bloodline,Pieces,63,2,Turn Back Time,4,2020-07-10
29,Ava Max,So Am I,75,14,Heaven & Hell,16,2020-09-18
30,BTS,UGH!,73,12,MAP OF THE SOUL : 7,20,2020-02-21
31,Don Toliver,Had Enough (feat. Quavo & Offset),66,9,Heaven Or Hell,12,2020-03-13
32,blackbear,cheers (with Wiz Khalifa),68,1,cheers (with Wiz Khalifa),1,2020-12-25
33,Still Woozy,Window,67,1,Window,1,2020-04-17
34,Cuco,Piel Canela,75,1,Piel Canela,1,2020-09-24
35,Jeremy Zucker,supercuts,69,1,supercuts,1,2020-07-24
36,Camilo,La Mitad,77,6,Por Primera Vez,10,2020-04-17
37,jxdn,Pray,70,1,Pray,4,2020-08-20
38,HRVY,Good Vibes,72,1,Good Vibes,1,2020-09-04
39,Keith Urban,One Too Many,72,1,One Too Many,1,2020-09-16
40,BTS,We are Bulletproof : the Eternal,75,18,MAP OF THE SOUL : 7,20,2020-02-21
41,K/DA,THE BADDEST,73,1,THE BADDEST,1,2020-08-27
42,Duncan Laurence,Arcade (feat. FLETCHER),74,13,Small Town Boy,13,2020-11-27
43,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),74,9,Wonder,14,2020-12-04
44,Katy Perry,Harleys In Hawaii,76,10,Smile,12,2020-08-28
45,BLACKPINK,Ice Cream (with Selena Gomez),71,2,THE ALBUM,8,2020-10-02
46,The Weeknd,Scared To Live,69,4,After Hours,14,2020-03-20
47,Jhené Aiko,None Of Your Concern (feat. Big Sean),65,3,Chilombo,20,2020-03-06
48,tobi lou,2hrs,66,1,2hrs,1,2020-12-18
0,Poppy,All The Things She Said,68,1,All The Things She Said,1,2020-06-03
1,Adam Doleac,Another,65,1,Another,1,2020-09-25
2,Two Friends,Looking At You (feat. Sam Vesso),65,1,Looking At You (feat. Sam Vesso),1,2020-05-22
3,Chloe x Halle,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",66,1,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",1,2020-09-04
4,Hwa Sa,Maria,75,2,María,6,2020-06-29
5,Joji,Pretty Boy (feat. Lil Yachty),69,11,Nectar,18,2020-09-25
6,Beach Bunny,Good Girls (Don’t Get Used),66,1,Good Girls (Don’t Get Used),1,2020-11-30
7,BTS,Friends,75,15,MAP OF THE SOUL : 7,20,2020-02-21
8,JP Saxe,A Little Bit Yours,70,1,A Little Bit Yours,1,2020-09-02
9,Ariana Grande,off the table (with The Weeknd),68,5,Positions,14,2020-10-30
10,Taylor Swift,cowboy like me,68,11,evermore,15,2020-12-11
11,Joji,Gimme Love,69,1,Gimme Love,2,2020-04-16
12,Jhené Aiko,Triggered (freestyle),65,2,Chilombo,20,2020-03-06
13,Ace Hood,Popovitch,69,14,Mr. Hood,14,2020-05-29
14,BabyJake,Head In The Clouds,66,3,"Don't give me problems, give me wine",7,2020-07-31
15,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",71,25,Featuring Ty Dolla $ign,25,2020-10-22
16,Ava Max,Salt,75,15,Heaven & Hell,16,2020-09-18
17,Phoebe Bridgers,Punisher,67,4,Punisher,11,2020-06-18
18,Dave East,Handsome,68,1,Karma 3,15,2020-08-14
19,Conan Gray,Checkmate,67,5,Kid Krow,12,2020-03-20
20,Justin Bieber,Yummy,73,1,Yummy,1,2020-01-03
21,BTS,Stay,74,7,BE,8,2020-11-20
22,Cheat Codes,Stay,66,1,Stay,1,2020-10-07
23,Rauw Alejandro,Elegí (feat. Dímelo Flow),76,1,Elegí (feat. Dímelo Flow),1,2020-03-26
24,G-Eazy,Moana,67,1,Moana,1,2020-04-29
25,BTS,Your eyes tell,75,12,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,13,2020-07-14
26,JP Saxe,"Hey Stupid, I Love You",70,1,"Hey Stupid, I Love You",1,2020-06-25
27,Clinton Kane,Fix It to Break It,69,1,Fix It to Break It,1,2020-03-27
28,Taylor Swift,long story short,68,12,evermore,15,2020-12-11
29,BTS,Fly To My Room,74,2,BE,8,2020-11-20
30,Ace Hood,Finding My Way,66,2,Self Preservation,3,2020-05-01
31,Lil Xxel,LMK,69,1,LMK,1,2020-05-07
32,Joji,Sanctuary,72,8,Nectar,18,2020-09-24
33,Tory Lanez,Stupid Again,67,3,The New Toronto 3,16,2020-04-10
34,BTS,Moon,74,16,MAP OF THE SOUL : 7,20,2020-02-21
35,BTS,Louder than bombs,73,10,MAP OF THE SOUL : 7,20,2020-02-21
36,Charlotte Lawrence,Joke's On You,69,1,Joke's On You,1,2020-01-17
37,Ashe,Moral of the Story (feat. Niall Horan),71,1,Moral of the Story (feat. Niall Horan),1,2020-06-17
38,Vickeblanka,Black Catcher,73,1,Black Catcher,1,2020-01-08
39,MASN,Hate Me!,71,2,How To Kill A Rockstar,7,2020-08-21
40,Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),66,5,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,12,2020-05-27
41,Dominic Fike,Double Negative (Skeleton Milkshake),65,2,What Could Possibly Go Wrong,14,2020-07-31
42,DVBBS,Tinted Eyes (feat. blackbear & 24kGoldn),67,1,Tinted Eyes (feat. blackbear & 24kGoldn),1,2020-06-05
43,Machine Gun Kelly,play this when i'm gone,67,15,Tickets To My Downfall,15,2020-09-25
44,Queen Naija,Butterflies Pt. 2,66,17,missunderstood,18,2020-10-30
45,iyla,Strings,66,4,OTHER WAYS TO VENT,7,2020-02-07
46,Dua Lipa,Hallucinate,73,7,Future Nostalgia,11,2020-03-27
47,iann dior,Good Day,66,8,I'm Gone,9,2020-06-12
48,Khalid,Eleven,68,1,Eleven,1,2020-01-09
0,The Weeknd,Missed You - Bonus Track,69,16,After Hours (Deluxe),17,2020-04-03
1,Kameron Marlowe,Burn 'Em All,64,1,Burn 'Em All,1,2020-06-26
2,Joji,Gimme Love,68,6,Nectar,18,2020-09-24
3,Regard,Secrets,76,1,Secrets,1,2020-04-24
4,Reik,Si Me Dices Que Sí,76,1,Si Me Dices Que Sí,1,2020-02-18
5,The Weeknd,Nothing Compares - Bonus Track,69,15,After Hours (Deluxe),17,2020-04-03
6,iann dior,Prospect (ft. Lil Baby),64,1,Prospect (feat. Lil Baby),1,2020-05-22
7,Jazmine Sullivan,Pick Up Your Feelings,63,1,Pick Up Your Feelings,1,2020-11-20
8,Taylor Swift,cardigan,68,2,folklore (deluxe version),17,2020-08-18
9,Sam Smith,Dancing With A Stranger (with Normani),72,1,Love Goes,17,2020-10-30
10,Rina Sawayama,XS,66,2,SAWAYAMA,13,2020-04-17
11,Kidd G,Teenage Dream,63,5,Teenage Dream: 1000 Miles From Georgia (Deluxe),10,2020-12-25
12,Point North,Into The Dark (feat. Kellin Quinn),66,2,Brand New Vision,11,2020-08-21
13,Giveon,World We Created,65,2,TAKE TIME,8,2020-03-27
14,Jai Wolf,Moon Rider (feat. Wrabel),64,1,Moon Rider (feat. Wrabel),1,2020-01-14
15,The Weeknd,In Your Eyes (with Doja Cat) - Remix,69,1,In Your Eyes (Remix),1,2020-05-21
16,Wild Rivers,Thinking 'Bout Love,67,5,Songs to Break Up To,6,2020-05-01
17,Bastille,survivin',69,1,survivin',1,2020-09-22
18,Little Mix,Sweet Melody,75,3,Confetti,13,2020-11-06
19,Future,Tic Tac,66,1,Pluto x Baby Pluto (Deluxe),24,2020-11-13
20,Brent Faiyaz,Let Me Know,65,5,Fuck The World,10,2020-02-07
21,BLACKPINK,Love To Hate Me,71,7,THE ALBUM,8,2020-10-02
22,Giveon,Vanish,65,8,TAKE TIME,8,2020-03-27
23,Noah Kahan,Maine,63,5,Cape Elizabeth,5,2020-05-01
24,Zara Larsson,WOW (feat. Sabrina Carpenter) - Remix,71,1,WOW (feat. Sabrina Carpenter) [Remix],1,2020-09-25
25,Glass Animals,Waterfalls Coming Out Your Mouth,64,10,Dreamland,16,2020-08-07
26,Qveen Herby,Sugar Daddy,71,1,EP 8,5,2020-05-26
27,Taylor Swift,the 1,67,1,folklore (deluxe version),17,2020-08-18
28,Chloe x Halle,Ungodly Hour,66,6,Ungodly Hour,13,2020-06-03
29,Sam Smith,To Die For,71,1,To Die For,1,2020-02-14
30,Wilbur Soot,Losing Face,67,4,Your City Gave Me Asthma,7,2020-06-25
31,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),68,13,Plastic Hearts,15,2020-11-27
32,Promoting Sounds,Memory,67,1,Memory,1,2020-05-11
33,Tink,CAP,63,4,A Gift and A Curse,7,2020-12-25
34,Martin Jensen,At Least I Had Fun,70,1,At Least I Had Fun,1,2020-08-14
35,Machine Gun Kelly,Misery Business,66,20,Tickets To My Downfall (SOLD OUT Deluxe),21,2020-09-29
36,Kelsea Ballerini,hole in the bottle,63,8,kelsea,13,2020-03-20
37,The Band CAMINO,Crying Over You,65,1,Crying Over You,1,2020-07-31
38,PARTYNEXTDOOR,LOYAL (feat. Drake),70,5,PARTYMOBILE,15,2020-03-26
39,Robyn Ottolini,F-150,64,1,F-150,1,2020-01-31
40,Sam Smith,Diamonds,73,2,Love Goes,17,2020-10-30
41,Justin Bieber,Yummy,73,5,Changes,17,2020-02-14
42,Magdalena Bay,Killshot,65,6,A Little Rhythm and a Wicked Feeling,8,2020-03-13
43,Bad Suns,Baby Blue Shades,64,1,Baby Blue Shades,1,2020-09-28
44,FINNEAS,I Lost a Friend,69,1,Blood Harmony (Deluxe),9,2020-08-07
45,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,76,15,PARTYMOBILE,15,2020-03-27
46,Why Don't We,Fallin’ (Adrenaline),69,1,Fallin’ (Adrenaline),1,2020-09-29
47,Rico Nasty,Smack A Bitch,64,3,Nightmare Vacation,16,2020-12-03
48,WizTheMc,For A Minute,70,1,For A Minute,1,2020-06-18
0,EVERGLOW,LA DI DA,72,1,-77.82x-78.29,4,2020-09-21
1,Glass Animals,Dreamland,65,1,Dreamland,16,2020-08-07
2,Surfaces,Take It Easy,65,2,Horizons,12,2020-02-28
3,Taylor Swift,coney island (feat. The National),67,9,evermore,15,2020-12-11
4,Future,That’s It,65,8,Pluto x Baby Pluto,16,2020-11-13
5,Bryson Tiller,Next To You,65,10,A N N I V E R S A R Y,10,2020-10-02
6,Demi Lovato,I Love Me,66,1,I Love Me,1,2020-03-06
7,Sebastian Yatra,Chica Ideal,79,1,Chica Ideal,1,2020-10-16
8,Glass Animals,Tokyo Drifting,64,7,Dreamland,16,2020-08-07
9,L.A.X,Sempe,75,5,ZaZa Vibes,12,2020-11-25
10,K/DA,DRUM GO DUM,72,4,ALL OUT,5,2020-11-06
11,Rauw Alejandro,Tattoo - Remix with Camilo,77,1,Tattoo (Remix with Camilo),1,2020-07-09
12,Rauw Alejandro,Dile a El,74,1,Afrodisíaco,16,2020-11-13
13,Machine Gun Kelly,concert for aliens,66,10,Tickets To My Downfall,15,2020-09-25
14,Lauv,Tattoos Together,70,16,~how i'm feeling~,21,2020-03-06
15,Aminé,Compensating (feat. Young Thug),66,6,Limbo,14,2020-08-07
16,Taylor Swift,my tears ricochet,67,5,folklore (deluxe version),17,2020-08-18
17,42 Dugg,Free Woo,63,1,Free Woo,1,2020-11-06
18,Fly By Midnight,Automatic (feat. Jake Miller),68,1,Automatic (feat. Jake Miller),1,2020-11-20
19,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),70,14,Plastic Hearts,15,2020-11-27
20,Julie and the Phantoms Cast,Unsaid Emily (feat. Charlie Gillespie),67,13,Julie and the Phantoms: Season 1 (From the Netflix Original Series),15,2020-09-10
21,Taylor Swift,august,67,8,folklore (deluxe version),17,2020-08-18
22,Kameron Marlowe,Giving You Up - Acoustic,63,1,Giving You Up (Acoustic),1,2020-06-12
23,Tate McRae,lie to me,70,1,lie to me,1,2020-10-14
24,Kali Uchis,angel,64,2,TO FEEL ALIVE EP,4,2020-04-24
25,Doja Cat,Say So / Like That (Mashup),67,1,Say So / Like That (Mashup),1,2020-09-11
26,Great Good Fine Ok,You're the One for Me - Digital Farm Animals Remix,66,1,You're the One for Me,1,2020-12-25
27,Diplo,Heartless (with Julia Michaels & Morgan Wallen),65,11,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,12,2020-05-29
28,Glass Animals,Tangerine,64,2,Dreamland (+ Bonus Levels),18,2020-08-06
29,Alfie Templeman,Happiness In Liquid Form,71,1,Happiness in Liquid Form,6,2020-07-17
30,Camilo,BEBÉ,76,1,BEBÉ,1,2020-11-25
31,Ashnikko,Tantrum,66,1,Tantrum,1,2020-03-06
32,Sean Stemaly,Come Back To Bed,63,1,Come Back To Bed,1,2020-02-28
33,Bryson Tiller,Just Another Interlude,65,15,T R A P S O U L (Deluxe),18,2020-09-25
34,GFRIEND,MAGO,72,1,回:Walpurgis Night,11,2020-11-09
35,Glass Animals,Helium,64,16,Dreamland,16,2020-08-07
36,Joyner Lucas,Revenge,66,13,ADHD,18,2020-03-27
37,Lennon Stella,Kissing Other People,64,2,Three. Two. One.,13,2020-04-24
38,NEEDTOBREATHE,Banks,64,8,Out of Body,12,2020-08-29
39,TWICE,MORE & MORE,72,1,MORE & MORE,7,2020-06-01
40,keshi,always,69,1,always,6,2020-10-23
41,Kelsea Ballerini,hole in the bottle (with Shania Twain),65,1,hole in the bottle (with Shania Twain),1,2020-11-13
42,Taylor Swift,marjorie,66,13,evermore,15,2020-12-11
43,Bryson Tiller,Inhale,64,7,A N N I V E R S A R Y,10,2020-10-02
44,Taylor Swift,exile (feat. Bon Iver),67,4,folklore (deluxe version),17,2020-08-18
45,Joesef,Comedown,70,6,Does It Make You Feel Good?,6,2020-10-09
46,ZICO,Any song,71,1,Any song,1,2020-01-13
47,Alec Benjamin,I Built A Friend (2020),66,1,I Built A Friend (2020),2,2020-07-23
48,Alicia Keys,Underdog,71,5,ALICIA,18,2020-12-18
0,Sjowgren,I Don't Know,64,1,I Don't Know,1,2020-10-02
1,Conan Gray,Fight or Flight,65,7,Kid Krow,12,2020-03-20
2,COTIS,Reasons,67,8,RECKLESS,9,2020-07-14
3,Justin Bieber,Come Around Me,69,3,Changes,17,2020-02-14
4,Drake,From Florida With Love,65,12,Dark Lane Demo Tapes,14,2020-05-01
5,Tai Verdes,Stuck In The Middle,62,1,Stuck In The Middle,1,2020-05-29
6,BLACKPINK,Crazy Over You,70,6,THE ALBUM,8,2020-10-02
7,Machine Gun Kelly,hangover cure,65,17,Tickets To My Downfall (SOLD OUT Deluxe),21,2020-09-29
8,Soccer Mommy,circle the drain,63,2,color theory,10,2020-02-28
9,Tyler Rich,The Difference,63,3,Two Thousand Miles,11,2020-09-04
10,Alec Benjamin,Mind Is A Prison,67,1,These Two Windows,10,2020-05-29
11,Tones And I,Fly Away,73,1,Fly Away,1,2020-11-13
12,G-Eazy,Hate The Way (feat. blackbear),65,1,Hate The Way (feat. blackbear),1,2020-10-16
13,Jordan Suaste,Body,67,1,Body,1,2020-05-15
14,Camilo,Vida de Rico,78,1,Vida de Rico,1,2020-09-21
15,YUNGBLUD,acting like that (feat. Machine Gun Kelly),67,1,acting like that (feat. Machine Gun Kelly),1,2020-12-02
16,Reik,Poco,73,1,Poco,1,2020-11-25
17,Jake Scott,Like No One Does,66,1,Like No One Does,3,2020-04-03
18,Phoebe Bridgers,ICU,64,9,Punisher,11,2020-06-18
19,LANY,cowboy in LA,66,2,mama's boy,14,2020-10-02
20,flora cash,You're Somebody Else,70,11,"Baby, It's Okay",12,2020-03-06
21,Future,Solitaires (feat. Travis Scott),67,4,High Off Life,21,2020-05-15
22,Joji,MODUS,68,2,Nectar,18,2020-09-25
23,Darlene Love,Christmas (Baby Please Come Home),69,1,"Christmas (Baby, Please Come Home)",15,2020-12-04
24,2 Chainz,Grey Area,64,2,So Help Me God!,15,2020-11-13
25,Alina Baraz,Off the Grid (feat. Khalid),65,6,It Was Divine,16,2020-04-24
26,Elina,Paper Planes,70,1,Paper Planes,1,2020-03-13
27,Prince Royce,Carita de Inocente (feat. Myke Towers) - Remix,74,1,Carita de Inocente (feat. Myke Towers) [Remix],1,2020-06-01
28,Glass Animals,Hot Sugar,63,4,Dreamland,16,2020-08-07
29,COIN,Cemetery,62,6,Dreamland,14,2020-02-21
30,Chris Brown,City Girls,68,9,Slime & B,13,2020-05-08
31,Charlie Puth,Hard On Yourself,68,1,Hard On Yourself,1,2020-08-14
32,Cali Y El Dandee,Nada,77,1,Nada,1,2020-08-14
33,keshi,less of you,70,1,bandaids,5,2020-03-24
34,Joji,Like You Do,67,17,Nectar,18,2020-09-24
35,Ariana Grande,my hair,66,8,Positions,14,2020-10-30
36,Diplo,Turn Back Time,64,1,Turn Back Time,1,2020-11-20
37,Victoria Monét,Moment,64,1,JAGUAR,9,2020-08-07
38,COIN,Let It All Out (10:05),62,14,Dreamland,14,2020-02-21
39,Alec Benjamin,Oh My God,68,3,These Two Windows,10,2020-05-29
40,Sam Hunt,Kinfolks,62,3,SOUTHSIDE,12,2020-04-03
41,Christian French,i think too much,65,1,i think too much,1,2020-04-17
42,Still Woozy,BS,63,1,BS,1,2020-09-10
43,Tink,Cut It Out,61,6,Hopeless Romantic,12,2020-02-14
44,Drake,Not You Too (feat. Chris Brown),67,4,Dark Lane Demo Tapes,14,2020-05-01
45,Kelsea Ballerini,homecoming queen?,62,3,kelsea,13,2020-03-20
46,Shelly,Steeeam,64,1,Shelly,2,2020-10-30
47,Dillon Francis,Touch,65,2,You Do You,2,2020-04-15
48,Dominic Fike,Wurli,63,13,What Could Possibly Go Wrong,14,2020-07-31
0,TOMORROW X TOGETHER,Fairy of Shampoo,67,3,The Dream Chapter: ETERNITY,6,2020-05-18
1,Fiji Blue,Butterflies,67,1,Butterflies,1,2020-05-07
2,NCT U,Make A Wish (Birthday Song),60,1,NCT RESONANCE Pt. 1 - The 2nd Album,13,2020-10-12
3,Machine Gun Kelly,jawbreaker,65,12,Tickets To My Downfall,15,2020-09-25
4,Faouzia,Minefields,75,1,Minefields,1,2020-11-05
5,O.T. Genasis,I Look Good,67,1,I Look Good,1,2020-05-01
6,Miley Cyrus,WTF Do I Know,68,1,Plastic Hearts,15,2020-11-27
7,Louis The Child,Free (with Drew Love),61,12,Here For Now,14,2020-06-26
8,The Aces,Daydream,64,1,Under My Influence,14,2020-07-17
9,The Weeknd,Repeat After Me (Interlude),67,12,After Hours,14,2020-03-20
10,keshi,B.Y.S.,66,5,always,6,2020-10-23
11,Claire Rosinkranz,Backyard Boy,65,1,BeVerly Hills BoYfRiEnd,4,2020-08-14
12,EVERGLOW,DUN DUN,72,2,reminiscence,4,2020-02-03
13,Rory Webley,Something Super Sweet,66,3,Are You Scared Yet?,6,2020-07-10
14,BLACKPINK,Ice Cream (with Selena Gomez),69,1,Ice Cream (with Selena Gomez),1,2020-08-28
15,DDG,Moonwalking in Calabasas,63,1,Moonwalking in Calabasas,1,2020-07-25
16,5 Seconds of Summer,Old Me,68,3,CALM,13,2020-03-27
17,STAYC,SO BAD,69,1,Star To A Young Culture,2,2020-11-12
18,Jaden,Cabin Fever,66,10,CTV3: Cool Tape Vol. 3,17,2020-08-28
19,Rauw Alejandro,Perreo Pesau',72,12,Afrodisíaco,16,2020-11-13
20,Red Velvet - IRENE & SEULGI,Monster,72,1,Monster - The 1st Mini Album,5,2020-07-06
21,Kygo,What's Love Got to Do with It,74,1,What's Love Got to Do with It,1,2020-07-17
22,Diplo,Lonely (with Jonas Brothers),67,4,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,12,2020-05-27
23,Black Eyed Peas,MAMACITA,72,1,MAMACITA,1,2020-04-10
24,Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),70,1,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),1,2020-12-04
25,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],76,1,Savage Love (Laxed - Siren Beat) [BTS Remix],2,2020-10-02
26,Lane 8,Road,67,2,Brightest Lights,14,2020-01-10
27,Brye,LEMONS (with Cavetown),64,1,LEMONS (with Cavetown),1,2020-09-09
28,Lil Nas X,Rodeo - feat. Nas,68,1,Rodeo (feat. Nas),1,2020-01-27
29,The Knocks,Bodies,65,1,Bodies,1,2020-07-31
30,Kygo,I'll Wait,70,1,I'll Wait,1,2020-04-03
31,Ariana Grande,obvious,65,13,Positions,14,2020-10-30
32,Halsey,I'm Not Mad,63,2,Manic,27,2020-01-17
33,Omar Apollo,Want U Around (feat. Ruel),63,3,Apolonio,9,2020-10-16
34,twocolors,Lovefool,78,1,Lovefool,1,2020-05-08
35,Sech,Relación,74,9,1 of 1,21,2020-05-21
36,Harmless,Swing Lynn - Slowed Version,68,1,Swing Lynn (Slowed Version),1,2020-05-27
37,Yung Gravy,Always Saucy (with Ski Mask The Slump God & TrippythaKid),63,1,Gasanova,14,2020-10-02
38,Amaarae,SAD GIRLZ LUV MONEY,72,13,THE ANGEL YOU DON'T KNOW,14,2020-11-12
39,Taylor Swift,mirrorball,66,6,folklore (deluxe version),17,2020-08-18
40,BTS,Stay Gold,74,2,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,13,2020-07-14
41,DPR LIVE,Jam & Butterfly,66,1,Jam & Butterfly,1,2020-11-27
42,J.I the Prince of N.Y,Hood Scars 2 (with Lil Tjay),65,1,Hood Scars 2 (with Lil Tjay),1,2020-06-19
43,Ozuna,Caramelo,73,1,Caramelo,1,2020-06-11
44,Xuitcasecity,Misunderstood,62,1,Misunderstood,1,2020-02-07
45,jxdn,Comatose,65,1,Comatose,1,2020-05-11
46,John Summit,Deep End - SIDEPIECE Remix,60,1,Deep End (SIDEPIECE Remix),1,2020-10-16
47,TOMORROW X TOGETHER,Can't You See Me?,70,2,The Dream Chapter: ETERNITY,6,2020-05-18
